Station Name,Month,Period,No. of Years,Mean Temperature in degree C - Maximum,Mean Temperature  in degree C - Minimum,Mean Rainfall in mm,Soil Type,Wheat,Maize,Rice,Pulse,Sugarcane,Jute
Cooch Behar,March,1901-2000,61,29.9,15.8,40.7,4,0,0,0,0,0,0
Cooch Behar,April,1901-2000,61,31.7,20.1,127.9,4,0,0,0,0,0,0
Cooch Behar,May,1901-2000,61,31,22.2,377.6,4,0,0,0,0,0,0
Cooch Behar,June,1901-2000,61,31.1,24.1,766.8,4,0,0,0,0,0,0
Cooch Behar,July,1901-2000,61,31.3,24.9,813.4,4,0,0,0,0,0,0
Cooch Behar,August,1901-2000,61,31.6,25.1,620.5,4,0,0,0,0,0,0
Cooch Behar,September,1901-2000,61,31.3,24.3,519,4,0,0,0,0,0,0
Cooch Behar,October,1901-2000,61,30.5,21.2,179.8,4,0,0,0,0,0,0
Cooch Behar,November,1901-2000,61,28.1,15.4,9.7,4,0,0,0,0,0,0
Cooch Behar,December,1901-2000,61,25.2,11.2,4,4,0,0,0,0,0,0
Darjeeling,January,1901-2000,97,9.4,1.8,19.7,9,0,0,0,0,0,0
Darjeeling,February,1901-2000,97,10.4,2.9,24.1,9,0,0,0,0,0,0
Darjeeling,March,1901-2000,97,14.4,6.3,47.7,9,0,0,0,0,0,0
Darjeeling,April,1901-2000,97,17.4,9.4,115.8,9,0,0,0,0,0,0
Darjeeling,May,1901-2000,97,18.5,11.5,197.2,9,0,0,0,0,0,0
Darjeeling,June,1901-2000,97,19.3,13.6,570,9,0,0,0,0,0,0
Darjeeling,July,1901-2000,97,19.4,14.3,781.7,9,0,0,0,0,0,0
Darjeeling,August,1901-2000,97,19.6,14.2,635.3,9,0,0,0,0,0,0
Darjeeling,September,1901-2000,97,19.2,13.3,437.3,9,0,0,0,0,0,0
Darjeeling,October,1901-2000,97,18,10.3,122.5,9,0,0,0,0,0,0
Darjeeling,November,1901-2000,97,14.7,6.3,23.5,9,0,0,0,0,0,0
Darjeeling,December,1901-2000,97,11.5,3.3,7,9,0,0,0,0,0,0
Dehra Dun,January,1901-2000,84,19.3,6,55,9,0,0,0,0,0,0
Dehra Dun,February,1901-2000,84,21.5,7.8,58.8,9,0,1,0,0,0,0
Dehra Dun,March,1901-2000,84,26.4,12,49,9,0,0,0,0,0,0
Dehra Dun,April,1901-2000,84,32.1,16.7,22.5,9,0,0,0,0,0,0
Dehra Dun,May,1901-2000,84,35.6,20.7,41.7,9,0,0,0,0,0,0
Dehra Dun,June,1901-2000,84,34.8,23,201.8,9,0,0,0,0,0,0
Dehra Dun,July,1901-2000,84,30.5,22.8,672.6,9,0,0,0,0,0,0
Dehra Dun,August,1901-2000,84,29.4,22.4,728.2,9,0,0,0,0,0,0
Dehra Dun,September,1901-2000,84,29.7,20.8,296.5,9,0,0,0,0,0,0
Dehra Dun,October,1901-2000,84,28.5,15.7,49.8,9,0,0,0,0,0,0
Dehra Dun,November,1901-2000,84,25,10.4,8.6,9,0,0,0,0,0,0
Dehra Dun,December,1901-2000,84,21.1,6.8,24.4,9,0,0,0,0,0,0
Dharmsala,January,1951-1998,48,14.8,5.9,119.7,4,0,0,0,0,0,0
Dharmsala,February,1951-1998,48,16.7,7.5,108.2,4,0,0,0,0,0,0
Dharmsala,March,1951-1998,48,21,11.4,241.7,4,0,0,0,0,0,0
Dharmsala,April,1951-1998,48,26.1,15.9,58.3,4,0,1,0,0,0,0
Dharmsala,May,1951-1998,48,30.3,19.8,64.2,4,0,1,0,0,0,0
Dharmsala,June,1951-1998,48,31.4,21.6,222.7,4,0,0,0,0,0,0
Dharmsala,July,1951-1998,48,27.3,20.6,876.9,4,0,0,0,0,0,0
Dharmsala,August,1951-1998,48,26.4,20.2,864.6,4,0,0,0,0,0,0
Dharmsala,September,1951-1998,48,26.4,18.6,375.8,4,0,0,0,0,0,0
Dharmsala,October,1951-1998,48,24.9,15,55.8,4,0,1,0,0,0,0
Dharmsala,November,1951-1998,48,20.9,10.6,20.8,4,0,0,0,0,0,0
Dharmsala,December,1951-1998,48,16.9,7.4,54.9,4,0,0,0,0,0,0
Dibrugarh,January,1952-2000,49,22.7,9.1,32,1,0,0,0,0,0,0
Dibrugarh,February,1952-2000,49,23.9,12.2,78.5,1,1,1,0,1,0,0
Dibrugarh,March,1952-2000,49,26.5,15.6,109.7,1,0,0,1,0,0,0
Dibrugarh,April,1952-2000,49,27.9,18.7,218.7,1,0,0,0,0,0,1
Dibrugarh,May,1952-2000,49,29.4,21.7,316,1,0,0,0,0,0,1
Dibrugarh,June,1952-2000,49,30.9,24,419.5,1,0,0,0,0,0,1
Dibrugarh,July,1952-2000,49,31,24.5,520.9,1,0,0,0,0,0,1
Dibrugarh,August,1952-2000,49,31.6,24.8,443.8,1,0,0,0,0,0,1
Dibrugarh,September,1952-2000,49,30.7,23.8,333.1,1,0,0,0,0,0,1
Dibrugarh,October,1952-2000,49,29.5,20.6,143.4,1,0,0,1,0,1,0
Dibrugarh,November,1952-2000,49,27.1,14.6,24.7,1,0,0,0,0,0,0
Dibrugarh,December,1952-2000,49,24,9.8,18,1,0,0,0,0,0,0
Gadag,January,1932-2000,69,30.1,16.5,2.2,8,0,0,0,0,0,0
Gadag,February,1932-2000,69,32.9,18.4,1.6,8,0,0,0,0,0,0
Gadag,March,1932-2000,69,35.9,21,6.2,8,0,0,0,0,0,0
Gadag,April,1932-2000,69,37.3,22.4,37.2,8,0,0,0,0,0,0
Gadag,May,1932-2000,69,36.3,22.4,77.6,8,0,0,0,1,0,0
Gadag,June,1932-2000,69,31,21.7,81.6,8,0,0,0,0,0,0
Gadag,July,1932-2000,69,28.5,21.2,71.6,8,0,0,0,1,0,0
Gadag,August,1932-2000,69,28.7,20.8,86.7,8,0,0,0,0,0,0
Gadag,September,1932-2000,69,29.8,20.5,126.6,8,0,0,1,0,1,0
Gadag,October,1932-2000,69,30.6,20.5,121.1,8,0,0,1,0,1,0
Gadag,November,1932-2000,69,29.7,18.3,36.6,8,0,0,0,0,0,0
Gadag,December,1932-2000,69,29,16.3,8.6,8,0,0,0,0,0,0
Gangtok,January,1966-2000,35,12.6,4.2,31.9,9,0,0,0,0,0,0
Gangtok,February,1966-2000,35,14.1,5.5,79.4,9,0,0,0,0,0,0
Gangtok,March,1966-2000,35,18.3,8.7,122.2,9,0,0,0,0,0,0
Gangtok,April,1966-2000,35,21,11.5,270.9,9,0,0,0,0,0,0
Gangtok,May,1966-2000,35,21.7,13.6,527.7,9,0,0,0,0,0,0
Gangtok,June,1966-2000,35,22.2,16,611.3,9,0,0,0,0,0,0
Gangtok,July,1966-2000,35,22,16.6,628.6,9,0,0,0,0,0,0
Gangtok,August,1966-2000,35,22.4,16.5,563.2,9,0,0,0,0,0,0
Gangtok,September,1966-2000,35,21.8,15.5,463.4,9,0,0,0,0,0,0
Gangtok,October,1966-2000,35,20.9,12.3,177.9,9,0,0,0,0,0,0
Gangtok,November,1966-2000,35,17.8,8.7,41.7,9,0,0,0,0,0,0
Gangtok,December,1966-2000,35,14.4,5.6,21.1,9,0,0,0,0,0,0
Gaya,January,1901-1999,98,23.8,10,20.1,10,0,0,0,0,0,0
Gaya,February,1901-1999,98,26.9,12.6,19,10,0,0,0,0,0,0
Gaya,March,1901-1999,98,33.4,17.7,11.7,10,0,0,0,0,0,0
Gaya,April,1901-1999,98,38.8,23.3,7.5,10,0,0,0,0,0,0
Gaya,May,1901-1999,98,40.8,26.7,21.3,10,0,0,0,0,0,0
Gaya,June,1901-1999,98,38.1,27.6,137.3,10,0,0,0,0,1,0
Gaya,July,1901-1999,98,33.4,26.1,313.9,10,0,0,0,0,0,1
Gaya,August,1901-1999,98,32.4,25.7,327.6,10,0,0,0,0,0,1
Gaya,September,1901-1999,98,32.6,25.3,205.7,10,0,0,0,0,0,1
Gaya,October,1901-1999,98,31.9,21.6,52.6,10,0,1,0,0,0,0
Gaya,November,1901-1999,98,28.7,14.8,10,10,0,0,0,0,0,0
Gaya,December,1901-1999,98,24.8,10.3,3.6,10,0,0,0,0,0,0
Gopalpur,January,1901-2000,98,27.2,16.9,11,10,0,0,0,0,0,0
Gopalpur,February,1901-2000,98,28.9,19.5,23.6,10,0,0,0,0,0,0
Gopalpur,March,1901-2000,98,30.7,22.6,18.1,10,0,0,0,0,0,0
Gopalpur,April,1901-2000,98,31.2,25,20.3,10,0,0,0,0,0,0
Gopalpur,May,1901-2000,98,32.4,26.7,53.8,10,0,1,0,0,0,0
Gopalpur,June,1901-2000,98,32.3,26.8,138.1,10,0,0,1,0,1,0
Gopalpur,July,1901-2000,98,31,26.1,174.6,10,0,0,1,0,1,1
Gopalpur,August,1901-2000,98,31.2,25.9,195.9,10,0,0,1,0,0,1
Gopalpur,September,1901-2000,98,31.7,25.7,192,10,0,0,1,0,0,1
Gopalpur,October,1901-2000,98,31.4,23.8,237.8,10,0,0,0,0,0,1
Gopalpur,November,1901-2000,98,29.5,19.7,95.3,10,0,1,0,0,0,0
Gopalpur,December,1901-2000,98,27.4,16.4,11.4,10,0,0,0,0,0,0
Gorakhpur,January,1901-2000,96,22.9,9.2,14.2,10,0,0,0,0,0,0
Gorakhpur,February,1901-2000,96,25.9,11.4,15.2,10,0,0,0,0,0,0
Gorakhpur,March,1901-2000,96,32.4,16.4,9.4,10,0,0,0,0,0,0
Gorakhpur,April,1901-2000,96,37.4,21.8,11.7,10,0,0,0,0,0,0
Gorakhpur,May,1901-2000,96,38.7,25,36.1,10,0,0,0,0,0,0
Gorakhpur,June,1901-2000,96,36.7,26.3,166.7,10,0,0,1,0,1,1
Gorakhpur,July,1901-2000,96,32.9,26,342.7,10,0,0,0,0,0,1
Gorakhpur,August,1901-2000,96,32.4,25.7,339.1,10,0,0,0,0,0,1
Gorakhpur,September,1901-2000,96,32.6,24.9,232.3,10,0,0,0,0,0,1
Gorakhpur,October,1901-2000,96,32.4,20.9,60.4,10,0,1,0,0,0,0
Gorakhpur,November,1901-2000,96,28.8,14.4,4.9,10,0,0,0,0,0,0
Gorakhpur,December,1901-2000,96,24.4,10.1,6.2,10,0,0,0,0,0,0
Gulbarga,January,1901-2000,98,30.7,16,5,7,0,0,0,0,0,0
Gulbarga,February,1901-2000,98,33.6,18.3,5.6,7,0,0,0,0,0,0
Gulbarga,March,1901-2000,98,37.3,21.8,7.9,7,0,0,0,0,0,0
Gulbarga,April,1901-2000,98,39.6,25,18.6,7,0,0,0,0,0,0
Gulbarga,May,1901-2000,98,40.3,26,35.5,7,0,0,0,0,0,0
Gulbarga,June,1901-2000,98,35.3,23.7,107.3,7,0,0,1,0,1,0
Gulbarga,July,1901-2000,98,31.8,22.5,136.8,7,0,0,1,0,1,0
Gulbarga,August,1901-2000,98,31.3,22.2,140.1,7,0,0,1,0,1,0
Gulbarga,September,1901-2000,98,31.5,22.1,190.1,7,0,0,1,0,0,1
Gulbarga,October,1901-2000,98,32.3,20.9,80.7,7,0,0,0,0,0,0
Gulbarga,November,1901-2000,98,30.8,17.8,26.8,7,0,0,0,0,0,0
Gulbarga,December,1901-2000,98,29.7,15.2,5.1,7,0,0,0,0,0,0
Guwahati,January,1951-2000,50,23.6,10.2,11.8,10,0,0,0,0,0,0
Guwahati,February,1951-2000,50,26.2,11.9,17.2,10,0,0,0,0,0,0
Guwahati,March,1951-2000,50,29.9,15.8,55.1,10,0,1,0,0,0,0
Guwahati,April,1951-2000,50,31.2,20,147,10,0,0,1,0,1,0
Guwahati,May,1951-2000,50,31.1,22.6,248.9,10,0,0,0,0,0,1
Guwahati,June,1951-2000,50,31.7,24.8,316.8,10,0,0,0,0,0,1
Guwahati,July,1951-2000,50,31.8,25.5,351.2,10,0,0,0,0,0,1
Guwahati,August,1951-2000,50,32.1,25.5,269.4,10,0,0,0,0,0,1
Guwahati,September,1951-2000,50,31.6,24.6,187,10,0,0,1,0,0,1
Guwahati,October,1951-2000,50,30.2,21.9,90.9,10,0,1,0,0,0,0
Guwahati,November,1951-2000,50,27.6,16.7,18.5,10,0,0,0,0,0,0
Guwahati,December,1951-2000,50,24.6,11.7,7.3,10,0,0,0,0,0,0
Gwalior,January,1951-2000,50,22.8,7,14.4,10,0,0,0,0,0,0
Gwalior,February,1951-2000,50,26.4,9.8,10,10,0,0,0,0,0,0
Gwalior,March,1951-2000,50,32.5,15.4,6.5,10,0,0,0,0,0,0
Gwalior,April,1951-2000,50,38.6,21.5,4.5,10,0,0,0,0,0,0
Gwalior,May,1951-2000,50,42,26.8,11.2,10,0,0,0,0,0,0
Gwalior,June,1951-2000,50,40.7,29,67.5,10,0,0,0,0,0,0
Gwalior,July,1951-2000,50,34.6,26.4,248.8,10,0,0,0,0,0,1
Gwalior,August,1951-2000,50,32.4,25.2,274.4,10,0,0,0,0,0,1
Gwalior,September,1951-2000,50,33.1,23.9,151.2,10,0,0,1,0,1,1
Gwalior,October,1951-2000,50,33.5,18.3,40.7,10,0,0,0,0,0,0
Gwalior,November,1951-2000,50,29.4,11.6,5.8,10,0,0,0,0,0,0
Gwalior,December,1951-2000,50,24.6,7.3,7,10,0,0,0,0,0,0
Hassan,January,1901-2000,100,27.9,14.1,2.6,0,0,0,0,0,0,0
Hassan,February,1901-2000,100,30.3,15.5,5,0,0,0,0,0,0,0
Hassan,March,1901-2000,100,32.7,17.7,11.5,0,0,0,0,0,0,0
Hassan,April,1901-2000,100,33.3,19.5,56.7,0,0,0,0,0,0,0
Hassan,May,1901-2000,100,31.4,19.7,104.9,0,0,0,0,0,1,0
Hassan,June,1901-2000,100,26.8,19,88.7,0,0,0,0,0,0,0
Hassan,July,1901-2000,100,24.9,18.6,147.9,0,0,0,0,0,0,0
Hassan,August,1901-2000,100,25.4,18.5,94.2,0,0,0,0,0,0,0
Hassan,September,1901-2000,100,26.9,18.2,106.5,0,0,0,0,0,0,0
Hassan,October,1901-2000,100,27.5,18.2,156.1,0,0,0,0,0,1,0
Hassan,November,1901-2000,100,26.9,16.5,64.1,0,0,0,0,0,0,0
Hassan,December,1901-2000,100,26.7,14.5,14.6,0,0,0,0,0,0,0
Hissar,January,1914-2000,87,21.3,5.8,14.8,10,0,0,0,0,0,0
Hissar,February,1914-2000,87,24.5,8.5,15.2,10,0,0,0,0,0,0
Hissar,March,1914-2000,87,30.5,13.8,14,10,0,0,0,0,0,0
Hissar,April,1914-2000,87,36.9,19.6,8.9,10,0,0,0,0,0,0
Hissar,May,1914-2000,87,41,24.7,17.3,10,0,0,0,0,0,0
Hissar,June,1914-2000,87,41.2,27.8,39.7,10,0,0,0,0,0,0
Hissar,July,1914-2000,87,37.2,27.3,133.1,10,0,0,0,0,1,0
Hissar,August,1914-2000,87,35.6,26.2,130.6,10,0,0,1,0,1,0
Hissar,September,1914-2000,87,35.7,23.9,74.5,10,0,1,0,0,0,0
Hissar,October,1914-2000,87,34.4,17.8,29.2,10,0,0,0,0,0,0
Hissar,November,1914-2000,87,29.2,10.9,3.2,10,0,0,0,0,0,0
Hissar,December,1914-2000,87,23.5,6.5,10.2,10,0,0,0,0,0,0
Hyderabad,January,1951-2000,50,28.8,15.2,13.2,0,0,0,0,0,0,0
Hyderabad,February,1951-2000,50,31.9,17.6,7.9,0,0,0,0,0,0,0
Hyderabad,March,1951-2000,50,35.4,20.8,15.3,0,0,0,0,0,0,0
Hyderabad,April,1951-2000,50,37.9,24.3,20.2,0,0,0,0,0,0,0
Hyderabad,May,1951-2000,50,39,26.2,35.7,0,0,0,0,0,0,0
Hyderabad,June,1951-2000,50,34.5,24,103.8,0,0,0,0,0,1,0
Hyderabad,July,1951-2000,50,30.8,22.6,169.9,0,0,0,0,0,1,0
Hyderabad,August,1951-2000,50,29.8,22.1,178.7,0,0,0,0,0,0,0
Hyderabad,September,1951-2000,50,30.5,22,158.3,0,0,0,0,0,1,0
Hyderabad,October,1951-2000,50,30.6,20.3,97.2,0,0,0,0,0,0,0
Hyderabad,November,1951-2000,50,29,16.9,22.4,0,0,0,0,0,0,0
Hyderabad,December,1951-2000,50,28,14.5,5.9,0,0,0,0,0,0,0
Imphal,January,1953-1998,45,21.5,4,12.2,8,0,0,0,0,0,0
Imphal,February,1953-1998,45,23.3,6.9,37.5,8,0,0,0,0,0,0
Imphal,March,1953-1998,45,26.8,11.2,84.5,8,1,0,0,0,0,0
Imphal,April,1953-1998,45,28.6,15.4,120.1,8,0,0,1,0,1,0
Imphal,May,1953-1998,45,29,18.3,154.2,8,0,0,1,0,1,1
Imphal,June,1953-1998,45,29.1,20.9,262.1,8,0,0,0,0,0,1
Imphal,July,1953-1998,45,28.9,21.5,407.3,8,0,0,0,0,0,1
Imphal,August,1953-1998,45,29,21.3,198.7,8,0,0,1,0,0,1
Imphal,September,1953-1998,45,29,20.2,131.5,8,0,0,1,0,1,0
Imphal,October,1953-1998,45,28.1,16.7,112.1,8,0,0,1,0,1,0
Imphal,November,1953-1998,45,25.2,10.5,48.1,8,0,0,0,0,0,0
Imphal,December,1953-1998,45,22.2,5.1,14,8,0,0,0,0,0,0
Indore,January,1949-2000,52,26.5,9.9,7.7,7,0,0,0,0,0,0
Indore,February,1949-2000,52,29.3,11.5,2.5,7,0,0,0,0,0,0
Indore,March,1949-2000,52,34.2,16.2,2.4,7,0,0,0,0,0,0
Indore,April,1949-2000,52,38.4,21,2.4,7,0,0,0,0,0,0
Indore,May,1949-2000,52,40.2,24.5,10.6,7,0,0,0,0,0,0
Indore,June,1949-2000,52,36.3,24.3,131.9,7,0,0,1,0,1,0
Indore,July,1949-2000,52,30.3,22.7,283.7,7,0,0,0,0,0,1
Indore,August,1949-2000,52,28.5,22,276.9,7,0,0,0,0,0,1
Indore,September,1949-2000,52,30.3,21,183.1,7,0,0,1,0,0,1
Indore,October,1949-2000,52,32.2,18,40.1,7,0,0,0,0,0,0
Indore,November,1949-2000,52,29.6,13.6,13.3,7,0,0,0,0,0,0
Indore,December,1949-2000,52,27.1,10.5,6.3,7,0,0,0,0,0,0
Jabalpur,January,1901-2000,100,25.5,9.8,22.2,2,0,0,0,0,0,0
Jabalpur,February,1901-2000,100,28.2,11.9,23.4,2,0,0,0,0,0,0
Jabalpur,March,1901-2000,100,33.6,16.1,15.5,2,0,0,0,0,0,0
Jabalpur,April,1901-2000,100,38.4,21.4,7.7,2,0,0,0,0,0,0
Jabalpur,May,1901-2000,100,41.3,26,12.9,2,0,0,0,0,0,0
Jabalpur,June,1901-2000,100,37.5,26.4,167.3,2,0,0,0,0,0,0
Jabalpur,July,1901-2000,100,30.7,24.1,421.9,2,0,0,0,0,0,0
Jabalpur,August,1901-2000,100,29.5,23.6,422.9,2,0,0,0,0,0,0
Jabalpur,September,1901-2000,100,30.9,23.1,200.1,2,0,0,0,0,0,0
Jabalpur,October,1901-2000,100,31.6,18.8,39.9,2,0,0,0,0,0,0
Jabalpur,November,1901-2000,100,28.7,12.7,15,2,0,0,0,0,0,0
Jabalpur,December,1901-2000,100,25.9,9.3,9.9,2,0,0,0,0,0,0
Jagdalpur,January,1909-2000,92,28.2,11.6,9.1,1,0,0,0,0,0,0
Jagdalpur,February,1909-2000,92,30.9,14.3,15.6,1,0,0,0,0,0,0
Jagdalpur,March,1909-2000,92,34.9,18.5,16,1,0,0,0,0,0,0
Jagdalpur,April,1909-2000,92,37.2,22.2,51.1,1,0,1,0,1,0,0
Jagdalpur,May,1909-2000,92,38.1,24.2,73.2,1,0,1,0,1,0,0
Jagdalpur,June,1909-2000,92,33.4,23.8,239.6,1,0,0,0,0,0,1
Jagdalpur,July,1909-2000,92,28.6,22.3,369.4,1,0,0,0,0,0,1
Jagdalpur,August,1909-2000,92,28.4,22.2,377.5,1,0,0,0,0,0,1
Jagdalpur,September,1909-2000,92,29.6,22,236.9,1,0,0,0,0,0,1
Jagdalpur,October,1909-2000,92,29.9,19.6,101.1,1,0,0,1,0,1,0
Jagdalpur,November,1909-2000,92,28.2,14.9,24.3,1,0,0,0,0,0,0
Jagdalpur,December,1909-2000,92,27.2,11.1,7.7,1,0,0,0,0,0,0
Jaipur,January,1952-2000,49,22.4,8.2,7.5,10,0,0,0,0,0,0
Jaipur,February,1952-2000,49,25.4,10.9,10.2,10,0,0,0,0,0,0
Jaipur,March,1952-2000,49,31.3,16,4.5,10,0,0,0,0,0,0
Jaipur,April,1952-2000,49,37,21.6,8.3,10,0,0,0,0,0,0
Jaipur,May,1952-2000,49,40.3,25.7,16.7,10,0,0,0,0,0,0
Jaipur,June,1952-2000,49,39.5,27.5,54.7,10,0,0,0,0,0,0
Jaipur,July,1952-2000,49,34.2,25.8,214,10,0,0,0,0,0,1
Jaipur,August,1952-2000,49,32.3,24.5,213.6,10,0,0,0,0,0,1
Jaipur,September,1952-2000,49,33.5,23.2,69.4,10,0,1,0,0,0,0
Jaipur,October,1952-2000,49,33.5,19,23.3,10,0,0,0,0,0,0
Jaipur,November,1952-2000,49,29.1,13.4,4.2,10,0,0,0,0,0,0
Jaipur,December,1952-2000,49,24.4,9.2,3,10,0,0,0,0,0,0
Jaisalmer,January,1948-2000,43,23.7,7.6,1.5,5,0,0,0,0,0,0
Jaisalmer,February,1948-2000,43,27.1,10.5,3,5,0,0,0,0,0,0
Jaisalmer,March,1948-2000,43,32.6,16.4,2.7,5,0,0,0,0,0,0
Jaisalmer,April,1948-2000,43,38.2,21.9,21,5,0,0,0,0,0,0
Jaisalmer,May,1948-2000,43,41.6,25.6,8.9,5,0,0,0,0,0,0
Jaisalmer,June,1948-2000,43,40.8,27,15.1,5,0,0,0,0,0,0
Jaisalmer,July,1948-2000,43,37.7,26.5,60.1,5,0,0,0,1,0,0
Jaisalmer,August,1948-2000,43,36,25.4,75.8,5,0,0,0,1,0,0
Jaisalmer,September,1948-2000,43,36.4,24.2,17.6,5,0,0,0,0,0,0
Jaisalmer,October,1948-2000,43,36.1,20.2,2.4,5,0,0,0,0,0,0
Jaisalmer,November,1948-2000,43,31,13.4,1.5,5,0,0,0,0,0,0
Jaisalmer,December,1948-2000,43,25.5,8.5,2.4,5,0,0,0,0,0,0
Jammu,January,1925-2000,62,18.6,7.8,60.7,9,0,0,0,0,0,0
Jammu,February,1925-2000,62,21.3,10.1,62.8,9,0,1,0,0,0,0
Jammu,March,1925-2000,62,26.1,14.2,59.9,9,0,1,0,0,0,0
Jammu,April,1925-2000,62,32.6,19.7,35.7,9,0,0,0,0,0,0
Jammu,May,1925-2000,62,38.1,24.7,25.6,9,0,0,0,0,0,0
Jammu,June,1925-2000,62,39.8,26.9,72.7,9,0,1,0,0,0,0
Jammu,July,1925-2000,62,35.1,25.2,349.6,9,0,0,0,0,0,0
Jammu,August,1925-2000,62,33.3,24.7,319.1,9,0,0,0,0,0,0
Jammu,September,1925-2000,62,33.3,23.3,139.8,9,0,0,0,0,0,0
Jammu,October,1925-2000,62,31.4,18.8,23.8,9,0,0,0,0,0,0
Jammu,November,1925-2000,62,26.5,13.1,10.3,9,0,0,0,0,0,0
Jammu,December,1925-2000,62,20.9,9,33,9,0,0,0,0,0,0
Jamshedpur,January,1951-1999,43,26.2,11.7,14,1,0,0,0,0,0,0
Jamshedpur,February,1951-1999,43,29.3,14.5,25.7,1,0,0,0,0,0,0
Jamshedpur,March,1951-1999,43,34.4,18.6,26.1,1,0,0,0,0,0,0
Jamshedpur,April,1951-1999,43,38.9,23.7,37.5,1,0,0,0,0,0,0
Jamshedpur,May,1951-1999,43,39.6,26.2,57.2,1,0,1,0,1,0,0
Jamshedpur,June,1951-1999,43,36.2,26.2,205.3,1,0,0,0,0,0,1
Jamshedpur,July,1951-1999,43,32.3,25.1,292.5,1,0,0,0,0,0,1
Jamshedpur,August,1951-1999,43,31.8,25.2,306.5,1,0,0,0,0,0,1
Jamshedpur,September,1951-1999,43,32.1,24.6,208.8,1,0,0,0,0,0,1
Jamshedpur,October,1951-1999,43,31.5,21.7,82.2,1,0,1,0,0,0,0
Jamshedpur,November,1951-1999,43,29,16.1,10.1,1,0,0,0,0,0,0
Jamshedpur,December,1951-1999,43,26.2,11.7,6.1,1,0,0,0,0,0,0
Jharsuguda,January,1951-2000,47,27.6,12.2,16.1,1,0,0,0,0,0,0
Jharsuguda,February,1951-2000,47,30.7,15,19.7,1,0,0,0,0,0,0
Jharsuguda,March,1951-2000,47,35.5,19.2,18,1,0,0,0,0,0,0
Jharsuguda,April,1951-2000,47,40,24.1,18,1,0,0,0,0,0,0
Jharsuguda,May,1951-2000,47,41.4,26.9,36.1,1,0,0,0,0,0,0
Jharsuguda,June,1951-2000,47,36.9,26.3,211.8,1,0,0,0,0,0,1
Jharsuguda,July,1951-2000,47,31.5,24.7,377.3,1,0,0,0,0,0,1
Jharsuguda,August,1951-2000,47,31.1,24.6,405.5,1,0,0,0,0,0,1
Jharsuguda,September,1951-2000,47,31.9,24.3,278.4,1,0,0,0,0,0,1
Jharsuguda,October,1951-2000,47,32,21.5,61.7,1,0,1,0,1,0,0
Jharsuguda,November,1951-2000,47,30,16.2,10.4,1,0,0,0,0,0,0
Jharsuguda,December,1951-2000,47,27.6,12.1,7.9,1,0,0,0,0,0,0
Jodhpur,January,1901-2000,100,25,9.6,10.2,10,0,0,0,0,0,0
Jodhpur,February,1901-2000,100,27.8,11.8,4.8,10,0,0,0,0,0,0
Jodhpur,March,1901-2000,100,33.4,17.2,3.9,10,0,0,0,0,0,0
Jodhpur,April,1901-2000,100,38.4,22.7,5.1,10,0,0,0,0,0,0
Jodhpur,May,1901-2000,100,41.4,26.8,66.1,10,0,1,0,0,0,0
Jodhpur,June,1901-2000,100,40.1,28.2,35.1,10,0,0,0,0,0,0
Jodhpur,July,1901-2000,100,36,26.8,120.8,10,0,0,1,0,1,0
Jodhpur,August,1901-2000,100,33.7,25.3,128.9,10,0,0,1,0,1,0
Jodhpur,September,1901-2000,100,35,24.1,57.6,10,0,1,0,0,0,0
Jodhpur,October,1901-2000,100,36,19.9,8.1,10,0,0,0,0,0,0
Jodhpur,November,1901-2000,100,31.5,14.5,2.6,10,0,0,0,0,0,0
Jodhpur,December,1901-2000,100,26.8,10.8,1.6,10,0,0,0,0,0,0
Joshimath,January,1958-1987,29,11.4,2.1,65.3,9,0,0,0,0,0,0
Joshimath,February,1958-1987,29,12.4,3.2,98,9,0,0,0,0,0,0
Joshimath,March,1958-1987,29,17.6,6.6,114.3,9,0,0,0,0,0,0
Joshimath,April,1958-1987,29,21.8,10.8,64,9,0,1,0,0,0,0
Joshimath,May,1958-1987,29,24.6,13.9,71.3,9,0,1,0,0,0,0
Joshimath,June,1958-1987,29,25.9,16.6,132.3,9,0,0,0,0,0,0
Joshimath,July,1958-1987,29,24.1,16.9,247.4,9,0,0,0,0,0,0
Joshimath,August,1958-1987,29,23.6,16.9,222.4,9,0,0,0,0,0,0
Joshimath,September,1958-1987,29,22.9,14.8,104.8,9,0,0,0,0,0,0
Joshimath,October,1958-1987,29,20.6,10.5,45.1,9,0,0,0,0,0,0
Joshimath,November,1958-1987,29,16.8,6.2,15.4,9,0,0,0,0,0,0
Joshimath,December,1958-1987,29,13.6,3.8,25,9,0,0,0,0,0,0
Jullundur,January,1970-1999,14,19.4,6.2,10.7,10,0,0,0,0,0,0
Jullundur,February,1970-1999,14,21.6,8.6,16.7,10,0,0,0,0,0,0
Jullundur,March,1970-1999,14,26,13.2,32.8,10,0,0,0,0,0,0
Jullundur,April,1970-1999,14,34.5,19,15.2,10,0,0,0,0,0,0
Jullundur,May,1970-1999,14,39.4,23.8,20.4,10,0,0,0,0,0,0
Jullundur,June,1970-1999,14,38.2,25.6,69.7,10,0,1,0,0,0,0
Jullundur,July,1970-1999,14,34.1,24.7,155.2,10,0,0,1,0,1,1
Jullundur,August,1970-1999,14,33.1,25.8,183.6,10,0,0,1,0,0,1
Jullundur,September,1970-1999,14,32.6,21.8,60,10,0,1,0,0,0,0
